"URL","Route source","Page type","Indexability","HTTP expectation","HTML Title","HTML Title Length","OG Title","Meta Description","Meta Description Length","OG Description","H1","H1 Count","Robots","Canonical","Canonical Status","Word count","Internal links in","Internal links out","Global navigation links in","Footer links in","Related component links in","Contextual body links in","Structured data types","Sitemap inclusion","Primary Cluster","Parent Hub","Conversion Role","Similarity Group","Manual Review Reason","Primary intent","Funnel Stage","Thin-content risk","Doorway-page risk","Recommended action"
"/404","src/pages/404.astro","Utility/error page","noindex","404","ไม่พบหน้า | WINNER IT","21","ไม่พบหน้า | WINNER IT","ไม่พบหน้าเว็บที่คุณต้องการ สามารถกลับหน้าแรกหรือติดต่อ LINE @buyhub ได้","71","ไม่พบหน้าเว็บที่คุณต้องการ สามารถกลับหน้าแรกหรือติดต่อ LINE @buyhub ได้","ไม่พบหน้านี้","1","noindex, nofollow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/404","self-referencing","28","0","21","0","0","0","0","","no","UTILITY","/","Error recovery / support","UTILITY:Utility/error page","","Navigation / error recovery","Support","low","low","retain noindex; exclude from sitemap"
"/รับซื้อหูฟัง-โคราช","src/content/services/รับซื้อหูฟัง-โคราช.md","Product category","indexable","200","รับซื้อหูฟัง โคราช หูฟังไร้สายและเกมมิ่งมือสอง | WINNER IT","58","รับซื้อหูฟัง โคราช หูฟังไร้สายและเกมมิ่งมือสอง | WINNER IT","รับซื้อหูฟัง AirPods Sony Bose ในโคราช ตรวจแบต ไมค์ สภาพ ประเมินผ่าน LINE @buyhub","81","รับซื้อหูฟัง AirPods Sony Bose ในโคราช ตรวจแบต ไมค์ สภาพ ประเมินผ่าน LINE @buyhub","รับซื้อหูฟัง โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อหูฟัง-โคราช","self-referencing","1806","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OTHER-PRODUCT","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OTHER-PRODUCT:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้ออุปกรณ์-pos-โคราช","src/content/services/รับซื้ออุปกรณ์-pos-โคราช.md","Product category","indexable","200","รับซื้ออุปกรณ์ POS โคราช เครื่องรับเงินและระบบขาย | WINNER IT","61","รับซื้ออุปกรณ์ POS โคราช เครื่องรับเงินและระบบขาย | WINNER IT","WINNER IT รับซื้อ POS ลิ้นชัก เครื่องสแกน เครื่องพิมพ์ใบเสร็จ ในโคราช ประเมินผ่าน LINE @buyhub","94","WINNER IT รับซื้อ POS ลิ้นชัก เครื่องสแกน เครื่องพิมพ์ใบเสร็จ ในโคราช ประเมินผ่าน LINE @buyhub","รับซื้ออุปกรณ์ POS โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้ออุปกรณ์-pos-โคราช","self-referencing","1802","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OFFICE","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OFFICE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้ออุปกรณ์คอมพิวเตอร์-โคราช","src/content/services/รับซื้ออุปกรณ์คอมพิวเตอร์-โคราช.md","Product category","indexable","200","รับซื้ออุปกรณ์คอมพิวเตอร์ โคราช อุปกรณ์เสริมและพาร์ท | WINNER IT","64","รับซื้ออุปกรณ์คอมพิวเตอร์ โคราช อุปกรณ์เสริมและพาร์ท | WINNER IT","รับซื้ออุปกรณ์คอมพิวเตอร์ คีย์บอร์ด เมาส์ เคส พาวเวอร์ซัพพลาย ในโคราช ประเมินผ่าน LINE @buyhub","94","รับซื้ออุปกรณ์คอมพิวเตอร์ คีย์บอร์ด เมาส์ เคส พาวเวอร์ซัพพลาย ในโคราช ประเมินผ่าน LINE @buyhub","รับซื้ออุปกรณ์คอมพิวเตอร์ โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้ออุปกรณ์คอมพิวเตอร์-โคราช","self-referencing","1814","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้ออุปกรณ์สำนักงาน","src/content/services/รับซื้ออุปกรณ์สำนักงาน.md","B2B/bulk","indexable","200","รับซื้ออุปกรณ์สำนักงาน โคราช | WINNER IT","40","รับซื้ออุปกรณ์สำนักงาน โคราช | WINNER IT","WINNER IT รับซื้ออุปกรณ์สำนักงานในโคราช คอม จอ โทรศัพท์ ปริ้น ประเมินยกชุด ผ่าน LINE @buyhub","92","WINNER IT รับซื้ออุปกรณ์สำนักงานในโคราช คอม จอ โทรศัพท์ ปริ้น ประเมินยกชุด ผ่าน LINE @buyhub","รับซื้ออุปกรณ์สำนักงาน","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้ออุปกรณ์สำนักงาน","self-referencing","1841","88","21","0","0","6","6","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","B2B","/รับซื้อสินค้าไอทียกล็อต","Primary LINE/phone conversion","B2B:B2B/bulk","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อเครื่องปริ้น-โคราช","src/content/services/รับซื้อเครื่องปริ้น-โคราช.md","Product category","indexable","200","รับซื้อเครื่องปริ้น โคราช เครื่องพิมพ์สำนักงานมือสอง | WINNER IT","64","รับซื้อเครื่องปริ้น โคราช เครื่องพิมพ์สำนักงานมือสอง | WINNER IT","รับซื้อเครื่องปริ้น inkjet laser ในโคราช ตรวจหัวพิมพ์ ยกเลิกล็อก ประเมินผ่าน LINE @buyhub","89","รับซื้อเครื่องปริ้น inkjet laser ในโคราช ตรวจหัวพิมพ์ ยกเลิกล็อก ประเมินผ่าน LINE @buyhub","รับซื้อเครื่องปริ้น โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อเครื่องปริ้น-โคราช","self-referencing","1811","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OFFICE","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OFFICE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อเครื่องเกม-โคราช","src/content/services/รับซื้อเครื่องเกม-โคราช.md","Product category","indexable","200","รับซื้อเครื่องเกม โคราช คอนโซลและอุปกรณ์เกมมิ่ง | WINNER IT","59","รับซื้อเครื่องเกม โคราช คอนโซลและอุปกรณ์เกมมิ่ง | WINNER IT","WINNER IT รับซื้อเครื่องเกมหลายยี่ห้อในโคราช Xbox Steam Deck ประเมินผ่าน LINE @buyhub","85","WINNER IT รับซื้อเครื่องเกมหลายยี่ห้อในโคราช Xbox Steam Deck ประเมินผ่าน LINE @buyhub","รับซื้อเครื่องเกม โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อเครื่องเกม-โคราช","self-referencing","1813","88","21","0","0","3","3","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","GAMING","/รับซื้อเครื่องเกม-โคราช","Primary LINE/phone conversion","GAMING:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อเมนบอร์ด-โคราช","src/content/services/รับซื้อเมนบอร์ด-โคราช.md","Product category","indexable","200","รับซื้อเมนบอร์ด โคราช ประเมิน Mainboard Intel AMD มือสอง | WINNER IT","68","รับซื้อเมนบอร์ด โคราช ประเมิน Mainboard Intel AMD มือสอง | WINNER IT","WINNER IT รับซื้อเมนบอร์ดมือสองในโคราช ตรวจ socket สlots รอยไหม้ ประวัติซ่อม ประเมินผ่าน LINE @buyhub","101","WINNER IT รับซื้อเมนบอร์ดมือสองในโคราช ตรวจ socket สlots รอยไหม้ ประวัติซ่อม ประเมินผ่าน LINE @buyhub","รับซื้อเมนบอร์ด โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อเมนบอร์ด-โคราช","self-referencing","1845","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อเลนส์กล้อง-โคราช","src/content/services/รับซื้อเลนส์กล้อง-โคราช.md","Product category","indexable","200","รับซื้อเลนส์กล้อง โคราช เลนส์ Canon Sony Nikon มือสอง | WINNER IT","65","รับซื้อเลนส์กล้อง โคราช เลนส์ Canon Sony Nikon มือสอง | WINNER IT","รับซื้อเลนส์กล้องมือสองในโคราช ตรวจแก้ว โฟกัส รอยฝุ่น mount ประเมินผ่าน LINE @buyhub","84","รับซื้อเลนส์กล้องมือสองในโคราช ตรวจแก้ว โฟกัส รอยฝุ่น mount ประเมินผ่าน LINE @buyhub","รับซื้อเลนส์กล้อง โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อเลนส์กล้อง-โคราช","self-referencing","1847","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","CAMERA","/รับซื้อกล้อง-โคราช","Primary LINE/phone conversion","CAMERA:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อเวิร์กสเตชัน-โคราช","src/content/services/รับซื้อเวิร์กสเตชัน-โคราช.md","Product category","indexable","200","รับซื้อเวิร์กสเตชัน โคราช | งานกราฟิก ตัดต่อ ประเมินผ่าน LINE | WINNER IT","73","รับซื้อเวิร์กสเตชัน โคราช | งานกราฟิก ตัดต่อ ประเมินผ่าน LINE | WINNER IT","รับซื้อเวิร์กสเตชันมือสองในโคราช ตรวจ CPU หลายคอร์ RAM สูง การ์ดจอ Quadro ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","109","รับซื้อเวิร์กสเตชันมือสองในโคราช ตรวจ CPU หลายคอร์ RAM สูง การ์ดจอ Quadro ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อเวิร์กสเตชัน โคราช งานกราฟิก ตัดต่อ ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อเวิร์กสเตชัน-โคราช","self-referencing","1928","2","26","0","0","1","2","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อแท็บเล็ต-โคราช","src/content/services/รับซื้อแท็บเล็ต-โคราช.md","Product category","indexable","200","รับซื้อแท็บเล็ต โคราช | iPad Samsung ประเมินผ่าน LINE | WINNER IT","65","รับซื้อแท็บเล็ต โคราช | iPad Samsung ประเมินผ่าน LINE | WINNER IT","รับซื้อแท็บเล็ตมือสองในโคราช iPad Samsung และยี่ห้ออื่น ตรวจสภาพจอและล็อกบัญชีก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","113","รับซื้อแท็บเล็ตมือสองในโคราช iPad Samsung และยี่ห้ออื่น ตรวจสภาพจอและล็อกบัญชีก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อแท็บเล็ต โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อแท็บเล็ต-โคราช","self-referencing","1912","7","27","0","0","7","3","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อแรม-โคราช","src/content/services/รับซื้อแรม-โคราช.md","Product category","indexable","200","รับซื้อแรม โคราช RAM DDR4 DDR5 มือสอง | WINNER IT","49","รับซื้อแรม โคราช RAM DDR4 DDR5 มือสอง | WINNER IT","รับซื้อ RAM คอมพิวเตอร์มือสองในโคราช ตรวจความจุความเร็วแบรนด์และสภาพ ประเมินผ่าน LINE @buyhub","93","รับซื้อ RAM คอมพิวเตอร์มือสองในโคราช ตรวจความจุความเร็วแบรนด์และสภาพ ประเมินผ่าน LINE @buyhub","รับซื้อแรม โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อแรม-โคราช","self-referencing","1812","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","COMPUTER","/รับซื้อคอมพิวเตอร์-โคราช","Primary LINE/phone conversion","COMPUTER:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโทรศัพท์-android-โคราช","src/content/services/รับซื้อโทรศัพท์-android-โคราช.md","Product category","indexable","200","รับซื้อโทรศัพท์ Android โคราช | ประเมินผ่าน LINE | WINNER IT","60","รับซื้อโทรศัพท์ Android โคราช | ประเมินผ่าน LINE | WINNER IT","รับซื้อโทรศัพท์ Android มือสองในโคราช ตรวจ Google Account สภาพจอ และสเปกก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","107","รับซื้อโทรศัพท์ Android มือสองในโคราช ตรวจ Google Account สภาพจอ และสเปกก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อโทรศัพท์ Android โคราช ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโทรศัพท์-android-โคราช","self-referencing","1864","5","28","0","0","0","5","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโทรศัพท์-oppo-โคราช","src/content/services/รับซื้อโทรศัพท์-oppo-โคราช.md","Product category","indexable","200","รับซื้อโทรศัพท์ OPPO โคราช | ประเมินผ่าน LINE | WINNER IT","57","รับซื้อโทรศัพท์ OPPO โคราช | ประเมินผ่าน LINE | WINNER IT","รับซื้อโทรศัพท์ OPPO มือสองในโคราช ตรวจ OPPO Account สภาพจอ และกล้องก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","103","รับซื้อโทรศัพท์ OPPO มือสองในโคราช ตรวจ OPPO Account สภาพจอ และกล้องก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อโทรศัพท์ OPPO โคราช ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโทรศัพท์-oppo-โคราช","self-referencing","1837","3","28","0","0","0","3","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโทรศัพท์-samsung-โคราช","src/content/services/รับซื้อโทรศัพท์-samsung-โคราช.md","Product category","indexable","200","รับซื้อโทรศัพท์ Samsung โคราช | Galaxy ประเมินผ่าน LINE | WINNER IT","67","รับซื้อโทรศัพท์ Samsung โคราช | Galaxy ประเมินผ่าน LINE | WINNER IT","รับซื้อโทรศัพท์ Samsung Galaxy มือสองในโคราช ตรวจ Samsung Account สภาพจอ และ S Pen ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","118","รับซื้อโทรศัพท์ Samsung Galaxy มือสองในโคราช ตรวจ Samsung Account สภาพจอ และ S Pen ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อโทรศัพท์ Samsung โคราช ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโทรศัพท์-samsung-โคราช","self-referencing","1906","3","27","0","0","1","3","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโทรศัพท์-vivo-โคราช","src/content/services/รับซื้อโทรศัพท์-vivo-โคราช.md","Product category","indexable","200","รับซื้อโทรศัพท์ vivo โคราช | ประเมินผ่าน LINE | WINNER IT","57","รับซื้อโทรศัพท์ vivo โคราช | ประเมินผ่าน LINE | WINNER IT","รับซื้อโทรศัพท์ vivo มือสองในโคราช ตรวจ vivo Account สภาพจอ และกล้องก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","103","รับซื้อโทรศัพท์ vivo มือสองในโคราช ตรวจ vivo Account สภาพจอ และกล้องก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อโทรศัพท์ vivo โคราช ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโทรศัพท์-vivo-โคราช","self-referencing","1803","1","28","0","0","0","1","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโทรศัพท์-xiaomi-redmi-poco-โคราช","src/content/services/รับซื้อโทรศัพท์-xiaomi-redmi-poco-โคราช.md","Product category","indexable","200","รับซื้อโทรศัพท์ Xiaomi Redmi POCO โคราช | ประเมินผ่าน LINE | WINNER IT","70","รับซื้อโทรศัพท์ Xiaomi Redmi POCO โคราช | ประเมินผ่าน LINE | WINNER IT","รับซื้อ Xiaomi Redmi POCO มือสองในโคราช ตรวจ Mi Account สภาพจอ และสเปกก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","105","รับซื้อ Xiaomi Redmi POCO มือสองในโคราช ตรวจ Mi Account สภาพจอ และสเปกก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อโทรศัพท์ Xiaomi Redmi POCO โคราช ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโทรศัพท์-xiaomi-redmi-poco-โคราช","self-referencing","1832","1","28","0","0","1","1","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโทรศัพท์จอแตก-โคราช","src/content/services/รับซื้อโทรศัพท์จอแตก-โคราช.md","Product condition","indexable","200","รับซื้อโทรศัพท์จอแตก โคราช | WINNER IT","38","รับซื้อโทรศัพท์จอแตก โคราช | WINNER IT","รับซื้อมือถือจอแตกในโคราช iPhone Samsung ประเมินตามรุ่นและ touch ผ่าน LINE @buyhub","82","รับซื้อมือถือจอแตกในโคราช iPhone Samsung ประเมินตามรุ่นและ touch ผ่าน LINE @buyhub","รับซื้อโทรศัพท์จอแตก โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโทรศัพท์จอแตก-โคราช","self-referencing","1800","7","21","0","0","7","1","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product condition","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโทรศัพท์มือถือ-โคราช","src/content/services/รับซื้อโทรศัพท์มือถือ-โคราช.md","Product category","indexable","200","รับซื้อโทรศัพท์มือถือ โคราช | ทุกยี่ห้อ ประเมินผ่าน LINE | WINNER IT","68","รับซื้อโทรศัพท์มือถือ โคราช | ทุกยี่ห้อ ประเมินผ่าน LINE | WINNER IT","รับซื้อโทรศัพท์มือถือมือสองในโคราช ทุกยี่ห้อ iPhone Samsung Android ตรวจสภาพและล็อกบัญชีก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","123","รับซื้อโทรศัพท์มือถือมือสองในโคราช ทุกยี่ห้อ iPhone Samsung Android ตรวจสภาพและล็อกบัญชีก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อโทรศัพท์มือถือ โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโทรศัพท์มือถือ-โคราช","self-referencing","1993","9","28","0","0","8","7","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","MOBILE-APPLE","/รับซื้อโทรศัพท์มือถือ-โคราช","Primary LINE/phone conversion","MOBILE-APPLE:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโน๊ตบุ๊ค-โคราช","src/content/services/รับซื้อโน๊ตบุ๊ค-โคราช.md","Product category","indexable","200","รับซื้อโน๊ตบุ๊ค โคราช | ทุกยี่ห้อ ประเมินผ่าน LINE | WINNER IT","62","รับซื้อโน๊ตบุ๊ค โคราช | ทุกยี่ห้อ ประเมินผ่าน LINE | WINNER IT","รับซื้อโน๊ตบุ๊คมือสองในโคราช Dell HP Lenovo ASUS Acer MacBook ตรวจสเปก จอ และแบตเตอรี่ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","121","รับซื้อโน๊ตบุ๊คมือสองในโคราช Dell HP Lenovo ASUS Acer MacBook ตรวจสเปก จอ และแบตเตอรี่ก่อนสรุปราคา เริ่มผ่าน LINE @buyhub","รับซื้อโน๊ตบุ๊ค โคราช ประเมินผ่าน LINE นัดรับตามสะดวก","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโน๊ตบุ๊ค-โคราช","self-referencing","1944","88","26","0","0","24","13","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OTHER-PRODUCT","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OTHER-PRODUCT:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโน๊ตบุ๊คจอแตก-โคราช","src/content/services/รับซื้อโน๊ตบุ๊คจอแตก-โคราช.md","Product condition","indexable","200","รับซื้อโน๊ตบุ๊คจอแตก โคราช | WINNER IT","38","รับซื้อโน๊ตบุ๊คจอแตก โคราช | WINNER IT","WINNER IT รับซื้อโน๊ตบุ๊คจอแตกในโคราช ประเมินตามรุ่นและชิ้นส่วนที่เหลือ ผ่าน LINE @buyhub","89","WINNER IT รับซื้อโน๊ตบุ๊คจอแตกในโคราช ประเมินตามรุ่นและชิ้นส่วนที่เหลือ ผ่าน LINE @buyhub","รับซื้อโน๊ตบุ๊คจอแตก โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโน๊ตบุ๊คจอแตก-โคราช","self-referencing","1825","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OTHER-PRODUCT","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OTHER-PRODUCT:Product condition","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโน๊ตบุ๊คเกมมิ่ง-โคราช","src/content/services/รับซื้อโน๊ตบุ๊คเกมมิ่ง-โคราช.md","Product category","indexable","200","รับซื้อโน๊ตบุ๊คเกมมิ่ง โคราช | ประเมินผ่าน LINE | WINNER IT","59","รับซื้อโน๊ตบุ๊คเกมมิ่ง โคราช | ประเมินผ่าน LINE | WINNER IT","รับซื้อโน๊ตบุ๊คเกมมิ่งมือสองในโคราช ASUS ROG MSI Lenovo Legion ตรวจการ์ดจอ สเปก และสภาพจอ เริ่มผ่าน LINE @buyhub","112","รับซื้อโน๊ตบุ๊คเกมมิ่งมือสองในโคราช ASUS ROG MSI Lenovo Legion ตรวจการ์ดจอ สเปก และสภาพจอ เริ่มผ่าน LINE @buyhub","รับซื้อโน๊ตบุ๊คเกมมิ่ง โคราช ประเมินผ่าน LINE","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโน๊ตบุ๊คเกมมิ่ง-โคราช","self-referencing","1935","4","25","0","0","0","3","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OTHER-PRODUCT","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OTHER-PRODUCT:Product category","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโน๊ตบุ๊คเปิดไม่ติด-โคราช","src/content/services/รับซื้อโน๊ตบุ๊คเปิดไม่ติด-โคราช.md","Product condition","indexable","200","รับซื้อโน๊ตบุ๊คเปิดไม่ติด โคราช | WINNER IT","43","รับซื้อโน๊ตบุ๊คเปิดไม่ติด โคราช | WINNER IT","รับซื้อโน๊ตบุ๊คเปิดไม่ติดในโคราช ประเมินเป็นซากหรือชิ้นส่วน ผ่าน LINE @buyhub","77","รับซื้อโน๊ตบุ๊คเปิดไม่ติดในโคราช ประเมินเป็นซากหรือชิ้นส่วน ผ่าน LINE @buyhub","รับซื้อโน๊ตบุ๊คเปิดไม่ติด โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโน๊ตบุ๊คเปิดไม่ติด-โคราช","self-referencing","1850","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OTHER-PRODUCT","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OTHER-PRODUCT:Product condition","","Transactional","Decision","low","low","retain; validate with GSC"
"/รับซื้อโน๊ตบุ๊คเสีย-โคราช","src/content/services/รับซื้อโน๊ตบุ๊คเสีย-โคราช.md","Product condition","indexable","200","รับซื้อโน๊ตบุ๊คเสีย โคราช ประเมินโน๊ตบุ๊คอาการเสีย | WINNER IT","62","รับซื้อโน๊ตบุ๊คเสีย โคราช ประเมินโน๊ตบุ๊คอาการเสีย | WINNER IT","WINNER IT รับซื้อโน๊ตบุ๊คเสียในโคราช คีย์บอร์ดเสีย แบตเสื่อม พัดลมดัง ประเมินผ่าน LINE @buyhub","94","WINNER IT รับซื้อโน๊ตบุ๊คเสียในโคราช คีย์บอร์ดเสีย แบตเสื่อม พัดลมดัง ประเมินผ่าน LINE @buyhub","รับซื้อโน๊ตบุ๊คเสีย โคราช","1","index, follow","https://xn--42cmb2cn7ce1fa0bs7aw2n0a2f.com/รับซื้อโน๊ตบุ๊คเสีย-โคราช","self-referencing","1802","1","21","0","0","0","0","Organization|WebSite|WebPage|Service|BreadcrumbList|FAQPage","yes","OTHER-PRODUCT","/รับซื้อสินค้าไอที","Primary LINE/phone conversion","OTHER-PRODUCT:Product condition","","Transactional","Decision","low","low","retain; validate with GSC"
