"Source path","SHA-256","Category","Real/AI","Location risk","Privacy risk","Serial/plate/document risk","Exact duplicate count","Decision","Required edit","Disclosure","Evidence"
"docs/audits/screenshots/batch-5/before/computer-768x1024-after.png","2d6e6366826fac8e552f74764ea64b3c00c1000ec4cb87aca0deb69a8a2b60a4","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/contact-1024x768-after.png","0bd3f7c26217afe702f8a7c6890ae952c4ef4fcb6dc3a2b80bc9f0931a64d3c6","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/contact-1440x900-after.png","fe010fbc9fa2ffe96cb66c09a72aeeeaf31af0810c7a1b8b54e652121931e57d","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/contact-1920x1080-after.png","0465bac1398a43791a59230b9284d721346f9f3a6bef0900972c0cfb88808d7f","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/contact-360x800-after.png","f48517d93aea45777f2b70cef7f8969dedfa40ee1d45a88078d1d2337b09a1a3","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/contact-390x844-after.png","2b3c5302c7400d263d5d91ea8160c698fa71e5e0f2d33c1f9834c8ee8a4592b3","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/contact-430x932-after.png","d4bdc5244f6c928540d3f4a5b8657a14c02d664cf9223d8ece5ee97be2b16da1","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/contact-768x1024-after.png","6019bc34a90af8b444a056029a2e926bcc79e36c2c9e7ba171d834ab974c90eb","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/gpu-1024x768-after.png","357223310a8f788a53d5301127394346ed386e1fbdea57ffe6e382022786e383","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/gpu-1440x900-after.png","b53cf5b7c5c765fa9ec7a73280e1641ecbc1e22f0a5c257daa66e61cc5f1a960","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/gpu-1920x1080-after.png","00d43e718f2208de8472e16a3c5cb63cabf6c111a0f2de5b9c7c3185f22ac648","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/gpu-360x800-after.png","29149953aa8ad432274f23be8744b6506de29ad42af9171635e8c9dde5851bab","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/gpu-390x844-after.png","ccff167af17fa63dae0d64c598d355ec50196c0b07ca24a41633e4c8ad402c9e","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/gpu-430x932-after.png","46dbeb673d5f98690f62d563f8f23b13c6a3a8bd3cf4f3e417601fe1a6ee5ff2","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/gpu-768x1024-after.png","a344f20653d571178a274b2da1bcd4a479ca2a1f64c9f14f8f3dfa76fb22911a","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/home-1024x768-after.png","da8bc75b0b72d8a0d56ccaf0b9b39785ce95fda558beab12b54e64e0169b0539","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/home-1440x900-after.png","9f4441953b5e66438686bfe565becca027abba813f5473609e9cf2a009ecae9d","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/home-1920x1080-after.png","5950be4d1693a58063f731bdc92cd11db278c51c78f7d0b27b389682ca003b7b","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/home-360x800-after.png","ff5218f77a7a1272f1c1fc6e6c2cb8508c5b561f0bca4cd814e6809bd68fa162","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/home-390x844-after.png","9fbe96c53a2d4cb0547babd882e03330a4d870c1e39a799a7ecd29a3ab36ff4b","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/home-430x932-after.png","ca03e9110babbe80e4142727c6803e6b743f24746d8d2106e2626e6e12276d72","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/home-768x1024-after.png","4b7d5b62d4b05b8a61ee92da1eb0b8d026c1fd36ad2225e8b24371b3aa9ea544","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/iphone-1024x768-after.png","7a385fa9e2c5e0cd914a6368c6c08b374c4405d8d994e10cee5be4ffa593ff2d","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/iphone-1440x900-after.png","e081d54a464356ef18bd3d70257e8a2e55d373f898a90daffa26da2d67263d44","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/iphone-1920x1080-after.png","0d56f5666912adc6e9ca7ac00e37be1952dd3b3e082a75db2facbedfa1befb53","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/iphone-360x800-after.png","c979773e75ad741e98f9153da2c0027c6ea782c428b6584a60035d3b15e8371c","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/iphone-390x844-after.png","c9a2b952cbf019ea72787c181ea22d1598bdac79dda2debeacb00ff9b6f889ad","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/iphone-430x932-after.png","3e0a77c77edcb3120e9aec82bcb01ab4fe9f96a0826b451046077736642100df","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/iphone-768x1024-after.png","194db21c4bef9438994b8cee8d3cd639fc63b77b2a6e26e0d2ad3b003408f942","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/local-khonkaen-1024x768-after.png","3cbffb1e7dad46d47af2c9827897fee068486351a15fac80757fc4421b81f3a5","QA/documentation","Screenshot","yes","not detected","not detected","1","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/before/local-khonkaen-1440x900-after.png","cd74045a490ee577200f68191eb814caf122339081d0fde22c94e066cb4f9fa7","QA/documentation","Screenshot","yes","not detected","not detected","1","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/before/local-khonkaen-1920x1080-after.png","8668255d6d7ffb49771b4adfe9c096e5b57f9ed5cee911016cfeca43f9551a87","QA/documentation","Screenshot","yes","not detected","not detected","1","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/before/local-khonkaen-360x800-after.png","0a8bf40f7efaedf06055cfa57f425252bb175acdcd0a3eae6f69c8cd9fc77852","QA/documentation","Screenshot","yes","not detected","not detected","1","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/before/local-khonkaen-390x844-after.png","244c5048c671ce88dd4e3175cb7a4ff570314b18ff03adc9f88af75721602e96","QA/documentation","Screenshot","yes","not detected","not detected","2","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/before/local-khonkaen-430x932-after.png","3be66204cdac198e5d613c4b2160ddd03d79d0f67d2e89144cc666f0711a729f","QA/documentation","Screenshot","yes","not detected","not detected","1","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/before/local-khonkaen-768x1024-after.png","2367ad89785251e3f3576bed47a11c0695c8406d1dc9b6e75a6e649c63313c5c","QA/documentation","Screenshot","yes","not detected","not detected","1","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/audits/screenshots/batch-5/before/macbook-1024x768-after.png","3a34ee090964cd11f6f77bfaca3fbb1ba4f1f4dbfb81180c1406cc2a43551950","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/macbook-1440x900-after.png","988983e551d972714f90b259d5633de1168f5548c1c1c4251fffa40a086c16eb","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/macbook-1920x1080-after.png","b94c2c8d545908e904fb933b8508f6c4fa1892d3e1ff4244ad87e3acf261b6f5","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/macbook-360x800-after.png","3c3f4281f9cf1befa6afe701581cdbfa3eabb9fa5d414fe797a8c837cf92c95e","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/macbook-390x844-after.png","9f98cdb08a464192797b141e3dc24b717fda678643abaa85e0d35f4dac56685b","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/macbook-430x932-after.png","7add6e4ad99ab92aa677afdd825d5edfccc359b45ba886d70042000e77b6cf41","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/macbook-768x1024-after.png","24f41fb428945b855e7894ccbd2a5cc57ef3730f378497d67d533c7aa10c2351","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/notebook-1024x768-after.png","3627b635204db3e3690e95e7f44a5bebf510da19122256bf0c184432f9ceac22","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/notebook-1440x900-after.png","f66ea3d78531cc30b8ea1867bfb857d834e8104803fbdfcd9615a21ea03a4a17","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/notebook-1920x1080-after.png","d6e48eeca75c438263516131bb244eaac6bc0c7e717331af85f3f8cf1d610ab9","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/notebook-360x800-after.png","ad43f5ef31055eb036c15b199e3bbb715e2dee793d3ed642d8037879d3bf94bf","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/notebook-390x844-after.png","a406ffabffbf88b0ecd3c7f5063798648fe22038b1ced381cac2462b3e02dc33","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/notebook-430x932-after.png","0a6e2e54dd5a2d483e301a3cf24039690c8b10c56ee8d7504588e68457fb875f","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/audits/screenshots/batch-5/before/notebook-768x1024-after.png","a5f7b20a5c86f493443696237e6c5410c9d09fa836e24b68597dd852cf054c4d","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/production-screenshots/category-notebook-768.png","4b0d1aaec9a45115f119dff7bc13d324f92ba128f87db1048f74ad49af3b5551","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/production-screenshots/home-1440.png","d04c41efa56a94725bd6d8d8f2886429c0466969c5c268d8028d665b6c00dc00","QA/documentation","Screenshot","not detected","not detected","not detected","4","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/production-screenshots/home-1920.png","3a270da15a045b57b4074a42d66d6a62c965e96300803986299fad1a6243d1cc","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/production-screenshots/home-360-closed.png","89c9005a12ca757af4cf14cc056b5791079bc424bb028a22d0d5bb2f5ebb4c21","QA/documentation","Screenshot","not detected","not detected","not detected","4","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/production-screenshots/home-360-open.png","2445a9862d3a5a3f2b393afe8b84acf2906d1b9d458da3d52306b76b2620faab","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/production-screenshots/home-390-open.png","54dfbd77b1922bd6626f5b368547c90bc0a0bb9c742494d32b89b2af2e3cb1e1","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/production-screenshots/home-430-open.png","795071bfa531e884401ce48b1314997f9e826d0af130ab4ea782b8019a399e97","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/production-screenshots/service-area-1024.png","9bd51f6963afab04bb1718438703de9926b7fe92837a5692366c4c3ffd13fa4d","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/screenshots/category-notebook-390.png","4a4873d1a88d9090cac7b6dfaa67bebbb76863f23e769a373df87fdf155e7aee","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/screenshots/homepage-1440.png","d04c41efa56a94725bd6d8d8f2886429c0466969c5c268d8028d665b6c00dc00","QA/documentation","Screenshot","not detected","not detected","not detected","4","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/screenshots/homepage-360-closed.png","89c9005a12ca757af4cf14cc056b5791079bc424bb028a22d0d5bb2f5ebb4c21","QA/documentation","Screenshot","not detected","not detected","not detected","4","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/screenshots/homepage-360-open.png","5ffddf570670d62bfe6fe5ca92918fa0e7a20cf806464795c74d088b95019be3","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/screenshots/homepage-390-open.png","3d3a9cf1fc64f401466918c9fd8b69acd8d46accb6de73143767614121c7ad5c","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/screenshots/homepage-430-open.png","ca64d3640cb91c8214e22507d3dc49c907734696e59b6ea7608887b5442e321c","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-12/screenshots/local-area-390.png","c0df0853e054c08d1024bfd4b5add3d99a1dc1a2e6d2b4f27c59e884d4621181","QA/documentation","Screenshot","yes","not detected","not detected","1","Do not reuse","Do not migrate; use verified Korat evidence or generic service imagery","Not required unless composition materially changes reality","Location-sensitive Khon Kaen or local-page context can mislead on the Korat site"
"docs/batch-13/layout-screenshots/404-1024x768.png","d32a4e3bdcaf0576ac2e0162fff6f9e465138e9691fe5fec5cacf5d2cb5f23e1","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/404-1440x900.png","9e4e8b6d6ef70ec1b1af4bb3661a95c813030a635e42a1d939f1c3f1a77a8a12","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/404-1920x1080.png","c75348de0483aea4a4b079f91a232be65620916c9724a1b65521afa7680b06ed","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/404-360x800.png","e5c813c1be22d989f36006d4cd9ec83b722748eb4d3907da8030ffa3b1943680","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/404-390x844.png","4b8a8635782a958520644f71a164c9d3f945124a9a184a032860f092527c6b96","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/404-430x932.png","05d94100cdc4916cd8ccb777298327b38318c022498cd8a85854229edf94fce5","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/404-768x1024.png","e9551e935d07dbd120e440b3dbb04db1f2d51e73b8243bafc07bf820d3c19b73","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/about-1024x768.png","26dbd8708a1831ab4f9484688686503aec4edf6c0d8c4bb445070c80119d953a","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/about-1440x900.png","57b8d4172fc8e1b4d91b2ada3c9d764f090c30adeb2545040a55fd0047330284","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/about-1920x1080.png","09582594603e73aded2cfb9e4b5dcc483510db1a35435f7b8ed40986342e2dc7","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/about-360x800.png","86e63eefe70ec1e4597425a9e0d8576528c16cbca2f63266e8463cf42142447a","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/about-390x844.png","c05975ce717e93ba9ccb229b0fca1c18a773aa84b265b73f82119ad84073c764","QA/documentation","Screenshot","not detected","not detected","not detected","2","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/about-430x932.png","54e1393bb3666d7c01828cba1fac8ea4f62587d993ea0fe3d24a2e382cf904ec","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/about-768x1024.png","b16de8446e62f9db9fe5545be17f1ecd2a4f52b61bfd56724276db8d9f643a09","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/article-1024x768.png","fe10407ff923f6b6f55d3042b0ce8c3ce3efabebd673774256158f8d2f61996d","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/article-1440x900.png","a41d65c34e9a3aaa7e8c0ded31199b49d69312e1964f03d3e80136421c742af4","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/article-1920x1080.png","b80a94aec7e6a1e85c7e9ee5b1ee93670056377b9e8f697e48f270adac8188e5","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/article-360x800.png","80ac3c46eab50d233669d90658a2478b17a0a4c06881455a66257d129d764ab8","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/article-390x844.png","a80936bf5e3fd3d3f1978c9a937d5b59252dcd318f745b626567e8263e3b8bf3","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/article-430x932.png","0f75c54b4f883e792595940f7179d56d562c03b5118720b45aef4b334fab481b","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/article-768x1024.png","4e7c04c1b0b766312cc3a4e183da085006fef94cf2383195cc338c6a68c6063c","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/brand-1024x768.png","fe3411f2b66bbc721371a541faf9d9341280c799aa6b1a866720fbdf993ed1e4","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/brand-1440x900.png","febd23830b0c3d8344808ef120c0335f2c190a21c78c14164d4e5526f14fc7ec","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/brand-1920x1080.png","b9cc6953b6225350ce07c375556cdf30dbccce50d862089281b8093c275c5638","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/brand-360x800.png","0c74b7000e319a3e8b21dbc006170b5ccd432e6699b993ee50cc34da1bb9444c","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/brand-390x844.png","cae19be61d6053cea7f3104dabc6cf924d994594c9f2ed95bd3508a4c1654e53","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
"docs/batch-13/layout-screenshots/brand-430x932.png","7726255acc29ad4a3bd27cd9a21dbdf94cadbf50162c65989c89794e9eed9f15","QA/documentation","Screenshot","not detected","not detected","not detected","1","Unnecessary asset","Do not migrate","Not required unless composition materially changes reality","QA/documentation screenshot, not a reusable content image"
